yarn_company_name,n
The Dartmoor Yarn Company,1
The Discrete Unicorn,2
The Dutch Yarn Barn,2
The Dye Guy,3
The Dye Pot,2
The Dyeing Arts,2
The Elegant Ewe,1
The Enchanted Kettle,2
The Ewe n Dye,1
The Falkland Wool Centre,1
The Farmer's Daughter Fibers,11
The Fawn & The Fox Yarns,2
The Fiberists,6
The Fibre Co.,1
The Fibre Fox,1
The Fibre Studio at Yarns to Dye For,11
The First Draft,2
The Flock Bransonas,2
The Flying Kettle,4
The Fox Yarn Co.,1
The Fox and the Knight,3
The Frosted Stitch,3
The Gaynor Homestead,3
The Golden Purls,4
The Gossamer Web,1
The Granny Square,1
The Green Button Jar,1
The Grey Sheep Co,7
The Grinning Cat,1
The Grizzly Wool,2
The Handspinner Having Fun,3
The Happy Little Sheep,1
The Harris Tweed Co. Grosebay,2
The Hebridean Woolshed,1
The Herdy Company,1
The Homestead Hobbyist,2
The Hook Nook,3
The House of Hemp,6
The House of Wool,1
The Hummingbird Moon,2
The Inner Stitch,3
The Irish Ewe,1
The Kindly Dyer,1
The Kinetic Knitter Yarns,1
The Knitted Brow,2
The Knitted Geek Yarns,1
The Knitter's Yarn,2
The Knitting Artist,1
The Knitting Boutique,6
The Knitting Goddess UK,3
The Knitting Loft,1
The Knitting Siren,1
The Lamb & Kid,2
The Last Resort Farm,3
The Lemonade Shop,5
The Little Foxes,2
The Little Knitting Company,4
The Loom,5
The Loopy Ewe,3
The Lovely Woods,1
The Loving Path Fibre Arts,3
The Mercerie,1
The Mermaids Purse Yarns,2
The Merry Little Lamb,1
The Miller Girls,1
The Mouse House Fiber Co.,2
The Mulberry Dyer,4
The Musk Ox Farm,1
The National Trust,1
The Natural Fibre Company,2
The Net Loft,1
The New Zealand Yarn Company,2
The One String,1
The Painted Tiger,6
The Pampered Pachyderm,1
The Plucky Knitter,22
The Price Brand,2
The Princess Rooms,1
The Purled Llama,4
The Quizzical Owl,1
The Red Button Tree,1
The Red Pansy,3
The Rocking Yak,3
The Royal Bee Yarn Company,6
The Ruby Key,1
The Sassy Sheep,3
The Sassy Skein,3
The Scranton Stitcher,2
The Shearer's Yarn,1
The Sheepwalk Fiber Arts Studio,5
The Sheepyshire,3
The Small Bird Workshop,7
The Spectrum Collection,5
The Spindle Tree,1
The Spinnacle Fiber Arts,4
The Spinning Daisy,2
The Spinning Mill,1
The Stationary Nomad Studios,3
The Sugared Sheep,1
The Swatchmaker,1
The Tabula Rasa Farm,3
The Third Piece,2
The True North Creative,3
The Twisted Knitter Hand Dyed Originals,1
The Ugly Room,1
The Uncommon Thread,13
The Unique Sheep,14
The Urban Purl,5
The Verdant Gryphon,2
The Violet Valentine,3
The Wandering Flock,4
The Weavers Loft,4
The Whispering Woodturner,1
The Wicked Knittah,3
The Women’s Institute,5
The Wool Barn,1
The Wool Baron,3
The Wool Box,5
The Wool Company,5
The Wool Dispensary,5
The Wool Kitchen,1
The Wool Peddler,4
The Wool Seeker,2
The Wool Shed UK,1
The Woolen Homestead,2
The Woolen Rabbit,8
The Woolery,1
The Woolly Dragon,3
The Woolly Skein,3
The Woolroom @ Longmeadow Farm,7
The Woolshed,3
The Woolshed Canaan,2
The Wooly Owl Yarn Shoppe,2
The Woven Co,2
The Yarn Addict Co,7
The Yarn Badger,1
The Yarn Collective,4
The Yarn Company,1
The Yarn Dynamic,3
The Yarn Farm,1
The Yarn Gallery,6
The Yarn Lab,1
The Yarn Mama LLC,1
The Yarn Medic,1
The Yarn Shop at Alma Park,3
The Yarn Snob,1
The Yarn Therapist,2
The Yarn Yard,10
The Yarnery,3
The Yarns of Rhichard Devrieze,5
The deBoer Yarn Co.,2
The lemon hound,7
TheMotherofPurl,1
Thelittlewolfknits,3
TheresaShinglerKnits,1
Things Created Equal,2
Think Bamboo,1
Third Vault Yarns,6
Thirteen Mile Lamb and Wool Co.,3
Thirteen Mile Yarns,2
This Craft or That,2
This Fancy Yarn,1
This is Wool.,1
Thistle & Hart Fiber Co.,2
Thorobred,8
Thought To Thread,1
Thread Art,4
ThreadBear Dyeworks,1
ThreadBear Fiber Arts Studio,3
ThreadHead Knits Co.,7
Threaded Embrace,2
Threads by Megan Nicole,3
Three Bears Yarn,7
Three Cats Yarn,1
Three Fates,3
Three Irish Girls,19
Three Little Crows Fibre Arts,2
Three Mums' Yarn,1
Three Violet Buttons,2
Thriving Hive Studio,1
Thy Lam,1
Tiboodoo's,2
Tidal Yarns,2
Tieke - Garne & Wolle,12
Tierra Wools,2
Tiger,15
Tika Design,2
Timber And Twine co.,1
Timber Creek Farm,1
Timeless Textiles,1
Times Remembered,4
Timothy Street Yarns,1
Tina's Toasty Toes,2
Tina’s Twisted Fibers,1
Tinctura Laine,2
Tines,1
Tink,1
Tintoria di Quaregna Naturale,1
Tiny Dino Studios,2
Tiny Human Knits,1
Tiny Teal Handcrafted,1
Tippy Tree Yarns,3
Tipsy Sheep Yarn,1
Tiroler Heimatwerk,1
Tissien,1
Titan Wool,11
TitanWool,1
Tivoli,23
To The Macks Yarn Co.,2
To-Ply Fiber Arts,1
Toad Hollow Yarns,3
Toby Roxane Designs,5
Today I Feel Yarn,2
Todd & Duncan,2
Tog & Thel,1
Toika,6
Toil and Trouble,5
Tollegno 1900,1
Tolt Yarn and Wool,2
Toluca Knit,2
Tonofwool,1
Tool Bench Hardware,1
Topsy Farms,3
Toptex,2
Toscano,4
Totally Rad Yarn,1
TotallyInkedYarn,1
Touch Yarns,5
Town End Yarns,4
Townhouse Yarns,5
Tradeka,1
Traeger Textil,1
Trailhead Yarns and Fibre,2
Trailing Clouds,2
Train Track Fiber Designs,2
Travelknitter,2
Travelling Threads,1
TreasureGoddess Yarn,3
Tree Frog Knits,6
Treehouse Knits,4
Treenway Silks,7
Trefriw Woollen Mills,4
Treliske,3
Trend Yarns,1
Trendsetter Yarns,15
Tri'Coterie,21
Tria Fata Fibre Arts,3
Tributary Yarns,1
Trichromat Yarns,1
Tricked Out Ewe,1
Tricoart SL,1
Tricot & Stitch,2
Tricot Café,3
Tricot Treat,1
Tricote moi un mouton,1
Tricotez-Moi,2
Tricotin,1
Tricots Brancal,5
Tricô Tricô Fios,3
Trilogy Yarns,3
Trimm,1
Trinity Ridge Alpacas,1
Trio Wolle AG,5
Trippin' with Dixi,2
Triskelion,25
Tristabelle Yarns,1
Troitsk Yarn троицкая пряжа,33
Trollenwol,2
Tropical Lane,7
True Love Fiber,1
Truly Hooked,5
Trysil Garn,10
TréLiz,5
Tsuki Mountain Fibres,1
TuckerWoods Artisan Yarns & Fibers,4
Tukuwool,4
Tulancingo,2
Tulip Custom Color Lab,2
Tulliver Yarn,3
Tumbleweed Yarn,1
Turn,1
Turtle Cove Farm,1
TurtleDove Yarns,1
TurtleMade,2
Turtlepurl Yarns,3
Tushetian National Handicraft Industry,1
Tusindfryd,2
Tuskenknits,6
Tutti Frutti,1
Tutto Santa Fe,1
Tweedy Todd,3
Twill & Print,1
Twilleys of Stamford,9
Twin Mommy Creations,1
Twin Oaks Farm,4
Twinboysan,1
Twine.,2
Twinkle Handknits,2
Twirl,2
Twist & Twine Yarns,1
Twist Fiber Studio,3
Twist of Fate,2
"Twist, Yarns of Intrigue",10
Twisted Ambitions Yarn,1
Twisted Fae Fibre Works,1
Twisted Fiber,1
Twisted Fiber Art,7
Twisted Fintch,2
Twisted Hues Hand Dyed Yarns,4
Twisted Limone,2
Twisted Sisters,4
Twisted Sisters Fibre Mill,3
Twisted Squirrel Yarn,2
Twisted Whiskers Designs,2
Twisted Willow,1
Two Birds Knitting Co.,1
Two Black Sheep,4
Two Doves,1
Two If By Hand,4
Two Juniper,1
Two Sisters Stringworks,2
Two Tigers Yarns,3
Two Waters Fiberworks,1
Two Windows Dye Company,2
Tyddyn Bryn,2
Tykie Knits,3
Tyrannosaurus Knits,2
Tíntica,1
Töting,1
UK Alpaca,1
UKI Supreme Corp.,10
ULA+LIA,10
UPW,1
Uberknits,4
Uilenstad Wol & Schapen,1
Uist Wool,7
Uld & Co.,1
Uldfisken,1
Uldgaarden,2
Ull & Piano,2
Ullarvinnslan Gilhagi Woolmill,1
Ullcentrum,11
Ulli's Wollzauber,2
Ullinek,1
Ullrike by Anki,1
Ulstrup Garn,3
Un-told,1
Unbelieva-wool,1
Undead Yarn,4
Under the Olive Tree,2
Undercover Otter,7
Une Louve Dans Les Bois,2
UnexpectedYarns,2
Unfancy Fibers,1
Unicorn Yarn Company,2
"Uniek, Inc.",1
Unikt Garn,1
Union Center Knits,1
Union Fibre,6
Unique Chic Studio,3
Unique Handspun,3
UniqueYarnsCo,2
Unitas,9
Uniti,1
Universal Yarn,19
Universal Yarn - Japan,1
University of Delaware College of Agriculture and Natural Resources,1
University of Glasgow,1
Unplanned Peacock Studio,14
Unraveled Designs and Yarn,2
Unwind Yarns UK,1
Unwound's Own,1
Up In Yarns Designs,2
Up North Fiber Co.,1
Up North Yarns,4
Uppingham Yarns,3
Uppspuni,5
Upton Yarns,4
Uradale Yarns,5
Urban Girl Yarns,1
UrbanGypZ Artisan Yarn,4
Urso Yarn Co.,1
Ursula's Alcove,1
Urth,16
Uru.Yarn,3
Uschi Wolle,12
Uschita Handdyed,1
Uschitita,5
Utuna,4
V & A Products Ltd,4
V Yarn,3
VM Fibers,1
VPI Dyes,1
VTC,1
Valdani,4
Valentina Colour Works,5
Valentina Wollante,1
Valeria Lanas,1
Valeria di Roma,13
Valhalla Farm,3
Valkyrie Fibers,2
Valley Yarns,42
Valleymaker,1
Value Ball,10
Valuruguai,1
Van Der Rock Yarns,4
Vanessa Filatti,1
Vanhalan Lammastila,3
Vardhman,9
Variation de Laine,4
Vartofta,5
Vatnsnes Yarn,3
Vegaknits,4
Vegan Yarn,5
Vegarn,1
Vendita,6
Venne,8
Vera Yarns Design,2
Veritas,7
Vermont Alpaca Company,1
Vermont Grand View Farm,1
Vermont Yarn Co.,1
Vernitas,1
Vernito verpalai,1
Verto Di Roma,6
ViKanGarn,1
Vice,8
Vickevira,2
Vickie Howell,2
Victoria,2
Victoria House Fibers,2
Victory Ranch,3
Vida Lifestyle NY,1
Vidalana,5
Vijay Fibers,11
Viking Fiber Co,2
Viking Yarns,3
Viking of Norway,10
Villa Laurila,3
Village Farm Alpacas,1
Village Spinning and Weaving,4
Village Yarn,9
Villalankapeli,1
Villgrater Natur,1
Vimar,1
Vinnemeier GmbH,1
Vinnis Colours,3
Viola,3
Violet Green,4
Violet Lynx Dyeworks,11
Violette Yarn Co.,1
Virtain Villa,2
Visantia,1
Visiblewool,1
Vita,26
Vitalgo,5
"Vitka Textiles a.s., Brněnec",1
Vivchari,2
Vivid Creation Fibers,1
Vivid Fiber Arts,5
Vivid Wool,2
Vivid Yarn Studio,4
Vljay Fibers,1
Vlna Hep New,2
Vlnap a.s.,11
Vlnika,5
Vocabulary Yarns,1
Vogue,1
Voie de Vie Yarn,2
Voolenvine Yarns,4
Vortex,1
Voyager Yarn Company,1
Vreseis Ltd,4
Vrinda Yarn,1
Vulcan Yarn,1
Vuonue,1
Vuorelma,5
Vänö Ull,1
Växbo Lin,1
Værbitt,2
W. Heino Vertr. GmbH,1
WC Mercantile,2
WIPyarns,1
WN Yarns,1
WOLLEN berlin,1
WOLLkenSchaf,6
WOOLADDICTS by LANGYARNS,5
WOOLFOLK,8
WOOLapyk,2
WOOLganic,3
WSM,1
WZ Felt and Yarn,1
Wabi Sabi Yarns,2
Wackadoodles by Laura,1
Wagner Wolle,2
Wagtail Yarns,5
Waifu Yarns,1
WalkCollection,8
Wander Luck Fibers,1
Wandering Cat Yarns,11
Wandering Fiber,1
Wandering Wool,7
Wanderlust Hues,2
Wanderlust and Wool,1
Wangaratta Woollen Mills,1
Waratah Fibres,1
Warm Pixie - Pixie.DIY,1
Warm Valley Orchard,2
Warp & Weft AB,1
Washtenaw Wool Company,1
Wat Wollie,2
Watercolours and Lace,21
Waterloo Wools,6
Watts Up Yarn Co.,4
Wax and Skein,2
WayfaringYarns,5
We Love Knitting,2
We Love Yarn,7
We Will Tell You All Of Our Secrets,3
We are KAL,2
Wear Alpaca,2
Wear it Warmly,1
Weavers Cottage Yarn,2
Wedermann,1
Wedgewood Fibers,1
Wee Chickadee Wool Co.,2
Wee County Yarns,4
Wee Croft,1
Weefwinkel,1
Weku Yarn,3
Weldraad,1
Wellington,1
Wellspring Woolens,1
Weltus,3
Wenco,2
Wendy,19
Wendy (India),1
Wendy's Wonders,10
Wensleydale Longwool Sheepshop,3
Wentworth Yarns,2
Werdenfelser Schafwolle,1
Wertstückchen,2
West 7th Wool,4
West Coast Colour,3
West Corner Wool,2
West Green Loft Yarns,2
West Wool,2
West Yorkshire Spinners,17
Western Sky Knits,23
Westlake,5
Weston Hill Farm,1
Wetterhoff,2
Wharfedale Woolworks,2
What Mustard Made,2
What the Flock Hand Dyed,2
Wheeldale Woolcrafts,1
Whimsical Colors,5
Whimzy,1
Whirled Yarn/The Wicked Stitch,1
Whirlwind Ranch,1
Whisker Graphics,1
Whispering Pines,1
Whistlestop Vintage,1
White Barn Farm Sheep & Wool,1
White Birch Fiber Arts,3
White Gum Wool,4
White Violet Farm Alpacas,2
WhiteWillow,2
Whitefish Bay Farm,1
Whole Knit n' Caboodle,5
Whorled Peace,2
Why Don't we Knit?,1
Why Knot Fibers,6
Wibra,19
Wichita Woolery,2
Wicked Ewe Fiber Arts,1
Widdershin Woolworks,1
"Wild Apple Hill Farm, Ltd.",1
Wild Atlantic Yarns,7
Wild Child Yarn,1
Wild Earth Yarns,4
Wild Hare Fiber Studio,3
Wild Haven Fiber Company,1
Wild Rivers Wool Factory,2
Wild Spinster,1
Wild West Weaver,1
Wild Wood Wool,1
Wild Yarn Dreams,2
Wild in the Woods,2
WildStar Fibers,1
WildWestDye,3
Wildblume,2
Wildfire Dreams,1
Wildflower Dye,1
Wildflower Whimsy,9
Wildwood Acres Alpacas,1
Wildwood Yarns,3
Wilfert's,6
Wilko,1
Willmark,1
Willow & Lark,1
Willow Cottage Yarns,1
Willow Knits,1
Willow Tree Yarn,1
Willow Wood Pond,1
Willow Yarns,17
Willow on the Water,2
Wiltex Threads,1
Windblest Farm,1
Winding River Farms,3
Windy Hill Fibers,1
Windy Lane Farm,1
Windy Valley Muskox,5
Wing & A Prayer Farm,7
Wingham Wool Work,1
Winter Mountain Fibers,1
Winters Gone Farm,1
Winterside Farm,1
"Wisconsin Highlands Farms, Ltd.",1
Wish Knits UK,1
WishFox Dyeworks,2
Wishbone Yarn,4
Wister,16
Witch Candy,4
Witches Brew,2
With Pointed Sticks,2
WoHa Hamburg,2
WoHa Norderstedt,1
Wobble Gobble,4
Wol Verhalen,2
Wol met Verve,2
Wol zo eerlijk,1
Wolans Yarns,1
Wolcafe,1
Wolds View Yarns,2
Wolf Creek Wools,4
Wolf Ridge Icelandics,4
Wolff&Schafe,3
WolfyWool Yarn,2
Woll Butt,23
Woll-land,11
WollExclusiv,3
WollService,2
Wollbonbon,4
Wolldackel,1
Wolle Kunterbunt,4
Wolle Rödel,54
Wolle Willich,2
Wolle's Yarn Creations,9
Wolle-Halle,1
Wolle-Online,2
Wollehimmel,3
Wollelfe,4
Wollen Yarn,3
Wollerey,3
Wolleverliebt,2
Wollewien,9
Wollfactory,18
Wollfaktor,9
Wollgecko yarns,1
Wolliez,2
Wollium,2
Wollkatze,10
Wollkenschloss,1
Wollknoll,4
Wollkontor,1
Wollkönigin,1
Wollmanufaktur Filges,1
Wollmaus Wolle,1
Wolloholiker,3
Wollpapst,3
Wollrausch,1
Wollspinnerei Vetsch,6
Wollträume,7
Wollwerk,4
Wollwunderwelt,7
Wolop,1
Wolwereld,2
Wonderland Dyeworks,1
Wonderland Yarns & Frabjous Fibers,10
Woo Sheeps,5
Woobies Wool,1
Woodland Fibre Arts,1
Woodward's,1
Wool & Honey,1
Wool & Woollen | Lõng ja Lõngast,3
Wool & Yarn Ltd.,8
Wool Connection,2
Wool Couture,2
Wool Envy,1
Wool Maiden,2
Wool Me Once Fibers,3
Wool Mouse,1
Wool Out Of Wales,3
Wool Paint Yarns,1
Wool Rx,1
Wool Therapy,2
Wool Works,1
Wool and Mania,1
Wool and Vinyl,2
Wool and Works,1
Wool and the Gang,10
Wool in the Woods,6
Wool of Fame,4
Wool2dye4,23
Wool4you,1
WoolBabyWool,4
WoolDreamers,3
WoolKiss,2
WoolMarin,1
WoolSilkLace,2
WoolSociety,1
WoolUpNorth,1
Woola Oops,2
WoolamalooYarnstore,1
Woolbags,1
Woolbearers,7
Woolberry Fiber Co.,7
Woolcraft,11
Wooldancer Art Yarn Designs,1
Woolen Boon,6
Woolen Mill St. Yarns,3
WoolenWomenFibers,1
Woolens and Nosh,1
Woolerton Estate Yarns,1
Woolfiend,2
Woolgrey,2
Woolhunter,8
Woolissime Yarns,6
Woollala,3
Woollen Wytch,1
Woollenflower,3
Woollies by Wurmie,1
Woollisa,1
Woolly,7
Woolly Boully,2
Woolly Chic,1
Woolly Hugs,5
Woolly Mama Yarns,1
Woolly Mammoth Fibre Company,7
Woolly Rabbit Designs,2
Woolly Wagtail,1
Woolly Yarn Co,1
Woolly and Warmy,13
WoollyMamaYarns,1
Woollywumpkins Hand Dyes,5
Woolmarket Fibers,1
Woolou Yarn,1
Woolove,2
Woolrae Studio,1
Woolrush,1
Woolsgarden,1
Wooltopia,6
Wooltops,8
Wooltwist,1
Wooly Treasures,1
Wooly Wench,1
Wooly West,3
Wooly Wonders by Nada,3
Wooly Wonka Fibers,9
WoolyTizy,2
Woolyhippo,1
Woolyknit,5
Work Play Knit,1
World of Wool,9
World of Yarn,4
Worldyarns Group,1
Wound Up Fiber Arts,1
Woven Art,3
WovenGems,1
Wren & Ollie,4
Wren House Yarns,3
Wrigglefingers,3
Wulla,1
Wunderbunt,4
Wunderwolle,2
Wupperschaefchen,1
Wålstedts,2
Włóczki Warmii,6
X O L L A,1
Xenos,6
Xima,1
Xpressions,1
XrayAnn,6
YLI,2
YOTH Yarns,3
YYC Knits,5
YaRn Studios,1
Yama Yarn,4
Yan-Tan-Tethera Hand-Dyed Yarns,5
Yanabey,4
Yanagiyarn,1
Yankee Dyer Yarns,3
YarXlex,1
Yarbow,1
Yarn & Friends,1
Yarn Adventures,4
Yarn Ahoy,4
Yarn All Over,1
Yarn Angels,3
Yarn Baby®,5
Yarn Barn of Kansas,6
Yarn Barn of San Antonio Fibers,1
"Yarn Barn, Australia",3
Yarn Bee,38
Yarn Cafe Creations,7
Yarn Carnival (Discontinued),5
Yarn Cloud,4
Yarn Daze,2
Yarn Dreamer,1
Yarn Edition,4
Yarn Enabler,1
Yarn Experiments,3
Yarn Fairy,9
Yarn Garden UK,2
Yarn Habits,1
Yarn Hero Fiber Arts,3
Yarn Hollow,8
Yarn In The Box,2
Yarn Indulgences,7
Yarn Ink,3
Yarn Junkie,3
Yarn Loft,5
Yarn Love,3
Yarn Loving Lady,3
Yarn Lust,9
Yarn Matters,2
Yarn Nerd,6
Yarn Nouveau,3
Yarn Oddities,1
Yarn Over Floyd,1
Yarn Over New York,3
Yarn Pimp,2
Yarn Pirate,4
Yarn Place,12
Yarn Rainbows,1
Yarn Snob,6
Yarn Source,2
Yarn Stash Pmb,2
Yarn Tales,2
Yarn Therapy,2
Yarn Treehouse,9
Yarn Vibes,3
Yarn and Colors,6
Yarn and Dogs,1
Yarn and Socks,1
Yarn and Soul,2
Yarn and Thyme Fibers,2
Yarn for the Soul,1
Yarn to Knit,3
Yarn to You,5
Yarn with Attitude,1
YarnArt,40
YarnArtSerious,1
YarnHygge,4
YarnMagnet,1
YarnPony,2
YarnStories,8
YarnTasia,2
YarnTraders,1
YarnTrekker,3
YarnYarn Co.,2
Yarna,15
Yarnaceous Fibers,3
Yarnahoy,1
Yarnamour India,2
Yarnandkisses,3
Yarnarchy,1
Yarnbird Studio,1
Yarnbox,1
YarnbyStu,2
Yarncraft Ltd,3
Yarndyeries,1
Yarneline,1
Yarnfair,4
Yarnfloozy,4
Yarngrimoire,8
Yarnhouse Studio,1
Yarni Girl,1
Yarnia,1
Yarnie Nana,1
Yarning Apart,3
Yarnitaly,1
Yarnitas,3
Yarnitoli,1
Yarnium,4
Yarnivorous,1
Yarnkart,3
Yarnoodles,6
Yarnopia,1
Yarnorama,1
Yarnotion,1
Yarnplayer,1
Yarns & Barns,2
Yarns Ewe'll Love,1
Yarns From The Plain,2
Yarns Northwest,2
Yarns Plus,4
Yarns by HPF,1
Yarns from Heaven,3
Yarns from the Haunted Surf Shack,1
Yarns of Italy,4
Yarns to Inspire,2
Yarns to Yearn For,3
Yarnscape,1
Yarnsmith's Pure Alchemy,1
Yarntelier,2
Yarntopia Treasures,11
Yarnundyed,27
Yarnundyed Knits,3
Yarnway,2
Yarnworthy,2
Yarny Love,1
Yarnz2go,2
Yatsal,4
Yellow Door Yarn,1
Yellow Stitch,1
Yeoman Yarns,15
Yerba Yarns,1
Yeti Yarns,1
Yipee Yarn,5
Yipianqing,3
Yliristniemen TIla,1
Yllet,1
YlloTyll,3
Yorkshire Dale Yarn,3
Yorkshire Rose Farm,1
Yoshi and Lucy,5
You Knit I Dye,1
Youghiogheny Yarns,5
Younger Yarn,2
Your Mom Knits,4
Ystabø Gull,3
Ystrad,1
Yubina,1
Yukis,1
Yumco,1
Yumeya,1
Yummee Yarn,1
Yummy Yarns,4
Yundi & Grete,1
Yuruga Plains,2
Yuzawaya,4
Yvieknits Yarn,3
Z. Hinchliffe & Sons,1
Zagroda,4
Zakami,7
Zakręcone Motki,1
Zanz,1
Zarzuela's Fibers,1
Zaubergloeckchen,4
Zauberwiese,41
Zeeman,27
Zeenas Design,2
Zeezee Textiles,2
Zegna Baruffa,25
Zen Yarn Garden,8
Zenitude,1
Zephyr Designs,2
Zettl,29
Zgarn,1
ZiaWoolz,4
Zilt & Zeeuws,1
Zippy Zebra Yarn,5
Zitron,26
ZoYarns Paris,1
Zoar Farms,1
Zomari Dyelab,2
Zombie Yarns,10
Zschopau Wolle,1
ZuZu Hobby,1
Zwartbles Ireland,1
Zwool,1
Zümrüt,1
Zürcher Stalder,4
a greater gift,1
a thing for string,2
aRockandaTree,1
aebbeYarn,2
ak Traditions,1
al-abrigo,1
alfabette zoope,1
alpakamia,1
amiQs,1
amirisu,3
amuneiro,5
annie yarn,1
au fil d'horus,1
baa ram ewe,2
beWoolen,2
bedhead fiber,2
by Annie Claire,1
by Briony,3
by Nicole,5
by Nyboe,1
by Wollbiene,1
byClaire,1
casa de karma,5
cashmere corner,1
cha0ticYarns,2
charlisa yarns,1
chickpea yarns,2
coriand3r knits,3
cosymakes,5
cowgirlblues,7
crazybeautifulyarn,1
dLana*,7
de Vlotte Knot,1
deanimas Colorado Wool,1
debonnaire,10
di Luce,3
di.Vé,9
dunkelgrün,1
dye Bath,1
dye madders,1
dyed by lindsay,2
dyemystyle,3
eXtreme Spinning,1
edelfaden,1
elann.com,1
elbwolle,1
electrictree yarns,1
emilou,2
erban(studio) - Yarn Yums,1
evoke hand dyed yarn,14
evonnewee,1
ewe2yarn,3
ewephoric fibers,1
extreme yarn,1
farbenprächtig,1
fiberstory,6
filarte,1
filelya,2
filzlinge,1
fivemoons,5
flik handspun,1
fluffosity,1
folly.me,5
fonty,40
foxis-hobbycorner,1
frau mascha,1
frau wo aus po,6
gnarledpaw,8
grossewolle,5
handdyed.dk,6
handdyedberlin,2
handgefaerbt,5
handgesponnen.at,1
handmade by isamara,2
hellomello handspun,2
heybrownberry Yarns,1
hobbyra hobbyre,9
hobbytime,1
hs-garn-design,3
htNEVELE designs,3
iKKe,3
iKNITiatives,1
iPaint (uKnit) Handpaint Originals,1
ideas daily,1
iknit2purl2 YARNS,3
imbued fibers,2
indieknits,2
inspired mama MAKES!,3
jaWoi,1
jesdane,2
jhandmade,1
karlaA,1
kniTime Hand Dyed,4
knitshop yarns,6
knitting4fun,3
knittydirtygirl,1
korrekt,2
kreatinabluhm,3
lakeside-wolle,1
leethal,1
les laines du Mouchon,1
les laines du scarabée,20
little bit busy,1
lolodidit,4
lushknit,2
mYak,5
maARTens ART Kunterbunt,1
madelinetosh,20
magasin Duett,10
magic and moonshine,2
magic loop,1
mahoodly,2
makers haven,1
marita rolin/garn&design,4
maschenwerk,3
mcmullin fiber co,6
meadowyarn,13
medicated merino,2
mercerie F,2
mimyknits,1
mindfulknits,1
missjulie's shiny yarn,1
mominoki yarn,8
monika design,6
ms.gusset,7
myboshi,1
mährle,2
nikkislipp,1
numma numma,7
"oh, for hook's sake!",1
petitboutdemoi,2
pinkebody,6
plank & stella,1
plus Wolle,1
popohobby,1
pretty.string,2
pureknits,3
radishcake yarns & fibers,1
rh:ool Yarn,2
rivulette,1
samasei,1
sarahspins,4
schoenstricken,3
"skacel collection, Inc.",1
sofTrope,6
solitude wool,11
solstice,2
sparkleduck,9
sqwish,1
studio f + and ito (merceri f),7
sunflower knit,3
superspinnerin,1
teetee,10
the conifer collective,1
the periwinkle sheep,7
the wool division,1
theyarnlovers,2
theytoldmesew,1
timiQuipa,1
tinkus-handgefärbte,2
tjtunraveled,1
trIScote,2
tramo,1
traveling rhinos,2
trnchd,1
tuLLiBaLL,2
tôt le matin Yarns,12
umschlagWolle,3
vom Zaubergarten,3
we are knitters,10
weaversbazaar,3
welovethor,1
welthase,15
wetema,1
white oak studio,3
woolcake,1
wooliebullie,1
woollentwine fibrestudio,2
woolly mahoosive,1
woolmint,1
yBsquare,1
yarnbysimone,6
yeah yeah yarn,4
yesterdaydream,2
{Li'Be}'s Yarn,2
Åhlens,1
Ístex,7
Önling,3
Ören Bayan,4
Östergötlands Ullspinneri,5
Østlandsgarn,1
Þingborg,2
Κ. ΜΙΧΑΛΟΠΟΥΛΟΣ Α.Ε.,1
Μαλλιά Μαλοκότου,1
ΠΡΩΤΗ,1
Пехорка Pehorka,28
てあみ天国,1
鄂尔多斯 Erdos,2
