yarn_company_name,n
Longnosed Yarn,1
Looking Glass Fiber Art,5
Lookout Farm,1
Loom Wool,6
Loop,6
Loop & Whorl Fiber Co,3
Loop Fiber Studio,7
Looped Back,1
Looped Yarn Works,1
Loops,2
Loops & Threads,35
Loops of Liberty,1
Loopy Luna Fibers,1
Loopy Mango,9
Lopo Xavier,4
Lora & Festa,1
Lora Festa,11
Loren,4
Loret Karman,7
Lorna Jane Makes,1
Loro Piana,42
Lost City Knits,3
Lost Coast Weavers,1
Lost Flock Fibers LLC,1
Lottieknits,13
Lotus International (India),5
Lotus Yarns,60
Louhittaren Luola,42
Louie & Lola Yarns,16
Louisa Harding,1
Louisa Harding Yarns,17
Louise Robert Collection,8
Louisiana Yarn Guys,5
Louley Yarn,3
LovLim,1
Love Ewe Yarns,10
Love Fest Fibers,3
Love Spun Yarns,2
Love Yarn,1
Love and Speckles,8
LoveBug Yarns,2
LoveKnitting,1
Lovebird Lane Yarns,5
Lovebug's Yarns,10
Loved Ones Yarn,3
Lovehandyed,2
Lovells Knits,1
Lovely Little Yarns,1
Lovely by Lee,2
Lovelyarns,4
Lovesticks,3
Loweth Wools,2
Lowlander Yarns,2
Lu'teint,2
LuCookie Yarns,1
LuLu's Yarns,9
Lucca Dot Yarn,1
Lucci Yarn,27
Luckenbooth Yarns,1
Lucky 13 Fibers,1
Lucky Dog Yarn Co,4
Lucky Lamb Yarn Co.,11
Lucky Omen Yarns,3
Lucky Violet Color Co,16
Lucy Locket Land,4
Lucy Neatby,5
Lucy's Sheep Camp,2
Luigi Botto,2
LullUll av Jenny Penny,4
Luloma,2
Lulu Bee Co.,1
Lulubelle knits!,1
Lumiere Yarns,8
Luminous Brooklyn,5
Luna Aura Fiberworks,1
Luna Fibers,1
Luna Grey Fiber Arts,20
LunaPurl Yarns,3
Lunatic Fringe Yarns,11
Lunayarns,17
Luscious Little Somethings,20
Lush Fibre Art Designs,2
Lush Knit,2
LushMommy,5
Lusie's Linen,1
Lusty Yarns,3
Luv,1
LuvKnotz,2
Luvin' Ewe Designs,2
Lux Adorna Knits,1
Lux Yarn Company,2
Luxury Undyed Yarns,1
Luxx Yarns,20
Luz Color,5
Lykkegarn,2
Lykkesau,1
Lyla Lovely Yarns,1
Lylysurunfil,5
Lyn's Crafts,1
Lynai Yarns,5
Lynn's Fine Yarn,7
Lynne Vogel Limited Editions,2
Lyric Hill Farm,1
Lyrical Fibers,1
Lyrical Yarns,3
Lysecreations,4
Lystig,3
Læsø Uldstue,3
Løve Garn,31
Lütt Marie,5
Lütt Wollhus,4
M & Tim Hand Dyed,1
M&R Handarbeiten,1
M. H. Yarn Co.,1
"M.H. Yarns, Inc.",1
M1 Yarns,2
MAB,1
MANUOSH,3
MARUYASU corporation,5
MC Knits,1
MDKnits,2
MFH Knits,1
MINGDIAN,1
MINKA Fair Trade,2
MISAMI,1
MIX,1
MJ Yarns,16
MOCO Emiko,3
MOCO Yarns,6
MTG,1
MUSE2320 Fiber Co.,12
MYPZ,1
Ma Petite Laine,9
Ma fabrique,1
MaDa Yarns,1
MaKe Original,1
Maarniis,1
Maatila Musta Lammas,1
Maavillane.ee,1
Mabelan,1
Mabeluk,8
MacAusland's Woollen Mills,6
MacKintosh Yarns,12
Macarooons,1
Mace of Skeins,12
Macek Designs,5
Machete Shoppe,12
Mad Angel Creations,2
Mad Color Fiber Arts,36
Mad Madam Mel,4
Mad Science Yarn,3
Mad Scientist Yarns,21
Mad Squirrel Dyes,1
MadaSilk,1
Madame Guillotine Yarns,4
Madame Lutuss,1
Madame Tricote,55
Madame Tricote Paris Ören Bayan,1
Madder About Wool,3
Maddfuzzy,2
Maddison,44
Made by Aleinung,1
Made by Ewe,2
Made by Hailey Bailey,2
Made by ME,29
Made by Penguins,5
Made in America Yarns,10
Made in Hackney,2
Madeira,8
Madejajaja,1
Madejas,3
Madejasur,5
Madelaine et Filibert,17
Madevik Yarns,1
Madison & State Fiber Co.,1
Madison River Alpaca Farm,1
Madolaine,3
Madsen Originals LLC,7
Madureira & Filho. Lda,1
MaeMae Fibers,1
Maelstrom Fiber Arts LLC,4
Mafil,38
Maflis,1
MaggiKnits,14
Maggie P - Traumwollen für Wollträume,4
Maggie's Farm,1
Magic,1
Magic Circle Creations,1
Magic Needles,1
Magic Stix,1
Magic World,1
Magicneedles,2
Magiske Garner,3
Magliamania Yarn,21
Magliatopia,2
Magnolia Fiber Co,1
Magnolia Yarns,1
Magpie Fibers,13
Magpie Knits,2
Mahogany Turtle,2
Maiden Yarn and Fiber,4
Maille Name Is,6
Main Street Yarns,1
Maine Fiber & Textiles,1
Maine Fiber Workshop,1
Maine Island Yarn,1
Maine Merino,1
Maine Woods Yarn & Fiber,2
Mainstays,7
Maison Corlène,13
Maison Sajou,1
Maison Septembre,5
Maisy Day Handspun,3
Maiwa Honest Yarn,5
Majastrikk,1
Majestic Merino,1
Makalaust Garn,1
Makalu Yarns,1
Make It Your Own (MIYO),2
Make.Do,5
Maker Moran,2
Makers' Mercantile,2
Makr,16
Malabrigo Yarn,26
MaliaMayedIt,4
Malli Knitting Yarn,3
Mallia Molokotou,2
Malsen og Mor,7
Malsens,1
Mama E's C*EYE*BER Fiber,4
Mama Jude's Plant Dyed Stuff,5
Mama Knows Luxury,1
Mama Llama,7
Mama Ocllo,3
Mama Wooling,1
MamaZooma,3
Mamawooling,6
Mamma Bear,1
Mamma4earth,1
MammaBearYarns,1
Mammoth Yarn Studio,2
Mamy Factory,6
Man Made Fibre,2
ManCrochets,1
ManMadeFibre,3
ManSpun,3
MandaCrafts,1
Mandala Yarn,1
Mandarine's,3
Mandi's Makings,4
Mandrágora Yarns,2
Manduzana,14
Manely Mandy Fibers,1
Manetto Hill Yarnery,1
Mango Moon,35
Manic Pixie Dream Yarn,4
Manifattura Filati Roses,2
Manifattura Igea,2
Manifattura Primavesi,6
Maniototo Wool,8
Manitoulin Yarns,1
Manjusha Fibre Arts,1
Mano Creare,3
Manonspun,1
Manor,1
Manos Artesanas,4
Manos del Uruguay,16
Manta de Gato,2
ManuFactu,3
Manufactum,2
Manufaktur Haslach,1
Manufaktur Mamouna,3
Manukau Wools Ltd.,5
Mapina,1
Maple Creek Farm,27
Maple Dale Knits,1
Maple Frost Farm,1
Maple Moose Fibres,2
Maple Ridge Sheep Farm,2
Maple Spring Farm,1
Maple View Farm,1
MarLen,5
Marah Hand-dyed,1
Marathon Basin Wool Mill,1
MarchOfTheBlackSheep,2
Marchen Art,5
Marezidoats Fiber,2
Marfil Yarns,1
Margaret Stove,2
Margaret's Hand Dyed Yarn,1
Margo,1
Mari's Miscellany,3
Maria Cenoura,2
Maria Ortiz,2
Marianated Yarns,24
Marianne Svit,1
Marianne Østergaard,1
Marianthi Yarns,7
Marie Bobine,1
Marie Wallin,1
Marie and Me,3
Marigold Fibers,2
Marigold Silk,4
Marigoldjen Yarns,26
Mariluz- SE,2
Marina Skua,3
Mario Niccoli,1
Marion Jade Fiber Arts,1
Marion's Sock Yarn - Germany,2
Mariposa Yarn Atelier,3
Markkalanka,7
Markno - Go Green,3
Marks,2
Marks & Kattens,59
Markus Company,1
Marli Tharn Hand Dyed Yarn,1
Marmalade Yarn Co. NZ,1
Marr Haven,1
Marriner,23
Mars Vision,1
Marta's Yarns,8
Martifil,4
Martin's Lab,27
Martushka Yarns,1
Maruma Hand Dyed Yarns,11
Marushka Farms,1
Mary & Martha Handcrafted Gifts,1
Mary Gavan Yarns,11
Mary Jane's Attic,1
Mary Lue's Yarns,1
Mary Maxim,49
Masche & More,3
Mascheandmore,1
Maschenatelier.de,1
Maschenkunst,1
Masculin Singulier,7
MasiKnits,1
Maskepigen,3
Masoncreationsyarns,3
Massoni,5
Master Knit,14
Matchmaker Yarns,4
Material Culture Fiber Arts,8
Mattifil Filati,1
Maud's,1
Maui Yarns,5
MauiYarns,2
Maulanka,2
Maurice Brassard et Fils Inc.,21
Mausibengels Bobbelkiste,1
Maven Crafted,1
Maverik Yarns,1
Max and Herb,1
Maximoo Yarns,2
May Hill Gotlands,1
MayBea Crafted,1
Mayes Howe,1
Mayflower,60
Mayhem and Chaos,10
Maysville,2
Mazurka Lana,1
McAuslin Merino Lace,1
McIntosh,2
McKnitty Yarns,2
McLana,1
Me & Ewe Yarns,1
MeRo-Colors,13
Meadow Made Fiber,2
Meadowcroft Dyeworks,12
Meadowlake Arts,11
Meadowview Alpaca Farm,3
Meaford Wool,1
Mealana,1
Medusa Yarn and Fiber,6
Meduseld,3
Meeker Street,5
Megs & Co,8
MeiMei,1
Meian,1
Mein Wollshop,3
MeinAllerleiHobby,1
Meine Kleine Wollwerkstatt,3
Meine fabelhafte Welt,4
Melanated Boho Bae,1
Melanie Wolle,13
Melbourne City Dyeworks,3
Melbourne Wool Yarn,1
Melissa,7
Melissa Laurel Fiber Artist,1
MelissanthieYarns,12
Mellifera Yarns,15
Melting Pot Fibers,4
Meme Yarns,3
Menca,1
Mendocino Wool and Fiber Inc.,1
Mengtelisi 蒙特丽丝,1
Menita,5
Meraki Studio NZ,15
Mercator Garn GmbH,1
Mercerie,1
Merchant & Mills,1
Mercia Wools,6
Merck Forest,1
Mercredi & Cie,7
Meridian Jacobs,2
Merinangora Filati S.p.A.,5
Merino Dreams,1
Merino Sheepskin Co./Wool Pak NZ,3
Merinofibers,7
Merinor,2
Meriyasu,1
Mermaid,1
Merribee,1
Merry & Mae,5
Merve,1
Messy Mouse Studios,2
Metlon Corporation,1
Mez Cucirini,1
Mi Buen Pastor,1
Mi Inca,1
Mi Madeja,4
Mi Planeta de Lanas,7
Mia Bella Yarn & Accessories,12
Mia Persson,1
Mia's,1
Miami Fiber Co.,13
Miansuoxi,1
Mibro KingCord,1
MicMar Yarns,1
Micamynx,5
Michaeline Marie Fiber Artist,1
Michell & CIA,24
Michi's Farbwollträume,1
Micsknitz,4
Mid Valley Fibers,1
Midara,39
Middle Brook Fiberworks,2
Middle Campscott,1
Middlearthknitter Yarns,4
Midgaards Have,3
Midian Creation,2
Midknit Cravings Yarn Co.,7
"Midnight Designs,  LLC",4
Midnight Maker,5
Midnight Sheep,12
Midnight Spectrum,4
Midnight Sun Alpacas,1
Midnight Yarns,8
Midnightsky Fibers,2
Midwinter Yarns,2
Mieko Mintz,1
Mielie,1
Mighty Miss Dyeworks,1
Migration Yarn Co.,3
Miina Möttönen,1
Miknits,1
Mila Druciarnia,1
Milan Tricot,2
Milana,33
Milano,1
Mile High Merino,4
Milianni,1
Milk,1
Mill End (A Real Brand Name),3
Mill House Designs,2
Milla Yarn,2
MillaMia,5
Millas Mikrofargeri,13
Millefili,20
Miller's Daughter,1
Million Tiny Fibers,1
Millpaca,1
Millpost Merino,2
Millspun Yarns,14
Miltsch Fiber Arts,2
Mimi Codd Yarns,3
Mimi liebt Wolle,1
Min The Weaver,1
Mina Dyeworks,2
Mina Getter och Kaniner,1
Mind's Eye Yarns,3
Mindful Folk Fiber,3
Mindless Knits,6
Miner Creek Alpacas,3
Minerva Fibre Arts,2
Mineville Wool Project,40
Mini Max (Distributor),1
Ministry of Yarn,1
Minlon,2
Minnehaha Fiber Works,3
Mint Rain Hand Dyed,12
Mint Yarns,2
MintBee,14
Mintfabrics / Silk Fabrics India,1
Mira Handcrafts,1
MiraGoods,2
Mirage (Saprotex),4
Mirari Craft,1
Mirasol Yarn,44
Mirella,1
Miriyummy's Kitchen,2
Mirja's Wool Play,1
Miro Yarns,5
Mirosław Wnuk,1
MisTori Yarns,1
Mischief Yarns,1
Misfit Yarns,7
Misha & Puff Studio,1
Misha's Obsessions,7
Mislet & Dandellie,1
Miss Babs,28
Miss Click Clack,14
Miss Elle Knits,1
Miss Farfelue,4
Miss Helen,4
Miss Kits,1
Miss Knitski,7
Miss La Motte,10
Miss Moffat Yarns,1
Miss Tricot Filati,26
MissMothballs,4
Missegle,1
Misslanas,2
Mister Joe,4
Mister Wool,8
Misti Alpaca,11
Mistralee Farm Studio,3
Misty Meadow Alpacas,1
Misty Mountain Farm,9
Misty Mountain Makers,2
Misty Yarns,1
MistyDot,2
Mitchell's Creations,7
Mithgarn,1
Mitsubishi Rayon Co Ltd,1
Mittenwalder Handarbeitsstuberl,1
Mizpe Ramon Alpaca Farm,1
Mjuk,3
Mme Benoir,7
Mo Purl Yarns,4
MoYa,10
MoYarnCo,2
Mobair by Victoria Smedley,5
Mockingbird Fiber Co.,8
Mod Yarns,2
Moda Italiana,1
Moda Vera,63
Modafil,1
Modamaglia,1
ModeKnit Yarn,18
Modern Daily Knitting,1
Modista,9
Modo Fancy Yarn Collection,1
Modus Operandi Fibers,9
Moeke Yarns,4
Moel View Yarn,16
Moeller Garne,1
Mohair Craft,3
Mohair Producers Limited,1
Mohair South Africa,1
Mohair Tüylendirilmis,1
Mohair by Canard,7
Mohair du Grand Chambord,1
Mohair du Maine,1
Mohair du Pays de Corlay,2
Mohair du Soleil,1
Mohair du moulin,1
Mohair in Motion,7
Mokely,1
Mokku Yarn,2
Mokoša,1
MollyGirl,16
Mollycoddle Yarns,7
Moloyarn,1
Momas Wollwelt,4
Momma Jess Knits,2
Momy's knitting,2
Mon Petit Rêve,8
Monaco,5
Monalaina,2
Mondial,160
Mondial Tissus,15
Mondlichtgarne,13
Mondo Fil,4
Monk Wolle & Beanies,3
Monkey Industria Textil E Comercio Ltda,1
Monkeypal,2
Monoprix,28
Monsoon Calamity,4
Monsoon Designs,14
Monster Knits,10
Montana Crochet,6
Montana Sweater Co.,3
Montana Wool Works,2
Monticolor,1
Moo Roo Yarns,2
MooRoo,2
MooRoo Yarn,5
Moods of Colors,26
Moon Holler,3
Moon Stone Farm,3
Moon Tower Dye Works,5
Moonbrand,1
"Mooncake Yarn, Inc.",3
Moondogswife Spins,2
Moondrake Co.,23
Moonglow Yarn Co,6
Moonlight Baker,2
Moonlight Knitting Society,1
Moonlight Rose Alpacas,1
Moonlight and Laughter,4
MoonlightYarns on Etsy,17
Moonrise Yarn Co,1
Moonrover,8
Moonshine Fiber Company,2
Moonshine Fibers,1
Moonstone Dyeworks,8
Moonstruck Fiber Arts,1
Moonstruck Yarn,1
Moose Manor Hand Paints,10
Moose Meadows Alpaca Farm,1
Moose and Ewe Yarns,2
Mora Valley Spinning Mill,1
Morandia's MIB Fibers,3
Morehouse Farm Merino,10
Morelfil,4
Morgan's Fine Yarns,3
Morning Glory Fibers,1
"Morning Meadows Sundries, LLC",1
Morning Moon Alpacas,7
Morningside Road Fiber,2
Morris & Sons,23
Mosaic Moon,38
Moscow LAMA,2
Moscow Yarn Company,49
Moseley Park,20
Moss Fibers,2
Mother Frogging Yarns,6
Mother Nature's Yarn,1
Mother Nature’s Finest Fiber USA Alpaca,2
Mothy and The Squid,18
Motohiro,45
Motor City Dyeworks,2
Mots de Laine,4
Mou Ness Yarns,1
Mount Olympus Dyeworks,6
Mount Saviour,1
Mountain Candi,1
Mountain Colors,18
Mountain Farm,1
Mountain Fusion,1
Mountain Hollow Farm Store and Studio,2
Mountain Laurel Fiber Co,1
Mountain Meadow Wool,18
Mountain Mist Yarn Co.,1
Mountain Sunset Angora,2
Mountain Top Alpacas,1
Mountain Top Fibers,1
Mountain View Farm,3
Mourning Dew Studio,1
Moussa,7
Movers & Makers,4
Mox Nix Fiber Arts,1
Mr & Mrs Rabbit Yarns,2
Mr. Cey,2
Mrs Crosby,1
Mrs Lam Yarns,3
Mrs Moon,4
Mrs Peacock Yarns,8
Mrs Robinson's Hand Dyed Yarns,5
Mrs S Creations,1
Mrs-Postcard,1
Ms Mae Hand Dyes,2
Ms Monster Creations,4
MsPamela Originals,2
Mt Veeder Spun,6
Mt. Airy Farm,1
Mt. Rutsen Studio,15
Mud.Creek.,3
Mudchute City Farm,1
Muetzelfabrik,1
Muezart Yarn,1
Mulberry Cottage Yarns,6
Mulberry Fibers,4
Mulberry Yarns,3
Mulberry and Flax,1
MultiLan,1
Mummelschick,4
Mumpitz Design,3
Muna Quni,1
Munchkin Punchkin,1
Munchkinland Fibers,1
Mundolana,1
Munsell,5
Murky Depths,13
Murray & Co. Wool Goods,7
Muse Fiber Works,12
Musings,1
Muskoka Fibres,1
Must Keep Knitting,2
Must Stash Yarn & Fiber,7
Mustard Seed Yarn Lab,2
Muxayyar,1
Muzzlepuffs,2
My Asteroid,1
My Baby,1
My Colour Wheelhouse,4
My Colours,1
My Creative Garage,2
My Dear Design,2
My Heart Exposed Yarns,5
My Little Sheep,2
My Little Turtle,1
My Mama Knits,12
My Pollywogs,1
My Special Tea,1
My Spin on Things,3
My Yarn Place,1
My Yarns & Things,1
My Yarny Corner,1
MyHome Living,1
MyOma,3
MySmallWonders,5
Mybootee Boutique,3
Mylb,1
Mylive,1
Mylive Fiber,3
Myrobolan,1
Myrrhwood Farm,1
Myrtle Yarn,3
Mystic Yarn Works,4
Myth & Magic Yarns,1
Mythic Yarn,6
Mythica Fibers,11
Mythos Yarns,1
Myyarnstoryco hand dyed yarns,11
Mäe Maatalu,1
Määkylän Puoti,1
Mélange,1
Mía Hilados,1
Möller Garne,1
Mønsk Naturgarn,1
Müller,9
Mützenhäkelgarn,1
N.Y Wool Yarn Co.,1
ND Yarn Company,9
NDLWRX,1
NGM Randa s r.o.,3
NKD Casa Home,10
NKI,2
NNK Handdyed Yarns,5
NSFW Yarn Co.,1
NW Foraged,1
NW Yarns,1
NaRoKnit,1
Nadezhda's Crayon Box,5
Naito Shoji,3
Naked EWE Yarns,1
Naked Wool,1
Nako,136
Nakyang Yarn,9
Nalani Yarns,5
Namaskar,2
Namolio,4
Nana-Cindy NZ,5
Nancy's Knit Knacks,4
Nandia Cashmere,3
Nanette Wake Studio,6
Nangellini,1
Nanne Kennedy,1
Nanny's Spin on Things,2
NanoStitch Laboratory,11
Nantucket Heather,1
Napping House Yarns,2
Nardi Filati S.p.a.,1
Narrative Yarns,1
Narvik,3
Narwhal Needlework,6
Naska Premier,15
NatHelmYarns,1
Natali Stewart,28
Nationwide Distributors and Marketing Limited,1
Natissea,4
Native Fibers,7
Native Twist Studio,1
Native Yarns,9
Natpicar,5
Natur-ally,3
Natura,4
Natura Oy,1
Naturafil,6
Natural Born Dyers,11
Natural Club,1
Natural Ewe,7
Natural Fantasy,25
Natural Fiber & Yarn Company,1
Natural Fiber Producers,9
Natural Knits,2
Natural Merino,1
Natural Selection by Ri.Go,1
Natural Star Yarns,6
Natural Yarn,1
NaturalFibreArts,18
Naturally Yarns NZ,24
Naturals,2
Nature's Luxury,20
Naturfell Shop,1
Naturfiber A/S,5
Naturgarn,2
Naturgarn.DK,2
Naturheksa,1
Naturkinder,1
Naturplejefår,1
Naurava lammas,6
Nautilus Yarns,1
Navia,11
Nazar,9
Nazli Gelin,2
Neatnik Yarns,5
Nebula Fiber Collective,3
Needle & Fred,7
Needle Crafters,17
Needle N Spoon,1
Needlecraft Corporation of America,1
Needlefingers,7
Needles,7
Needles 'n Purls,1
Needles At The Ready,2
Needloft,1
Neeley's Knits,8
Neighborhood Fiber Co.,20
Nelapsa,2
Nellie and Eve,1
Nellie's Fibers,2
Neon Unicorn Studios,6
Neota Designs,9
Nerd Girl Yarns,39
Nerdclub2000,5
Nerds with Needles,1
Nerdy Bird Yarn,3
Nerdy Fibers,4
Nereids' Gallery,2
Nest,15
Nettilanka,8
NettisNadelkunst,2
Netto,70
Neuleunelmia,2
Nevalea Alpacas,2
Neveda,13
Never Ending Obsessions,20
Never Enough Thyme,6
New England Alpaca Fiber Pool Inc.,1
New Forest Mohair,4
New Garden Yarns,1
New Global International,1
New Hue Handspuns,7
New Lanark Organic Wool Spinners,2
New Lanark Wool & Textiles,8
New Leaf Yarns,8
New Mill S.p.a,11
New World Alpaca Textiles,1
New World Dyeworks,1
New World Textiles,1
New York Yarns,1
Newbury Yarns,9
Newton's Yarn Country,69
Nezinscot Farm Wool,3
Nia Handpainted,1
Nice & Knit,7
Niceec,1
Nickerjac,2
Nicole C. Méndez,3
Nicole Quality Value,7
Nieuwe Technologie,1
Night Owl Fibers,12
Nightingale Fibers,5
Nihon Vogue,2
Nikke Victor,18
Nikkelon S,4
Nikki's Knots,1
Nille,8
Nimu,18
NinYarn,4
Nina Hand Dyed Yarns,29
Ninapetrina,8
Ningronger,1
Ninja Chickens,1
Nireana,1
Nirvana Filati,1
Niviarsiaq,2
Niťárna Česká Třebová s.r.o.,20
No Two Snowflakes,25
No-Law Knits,2
NoBo,2
Nob Hill,22
Noble Character Crafts,8
Noble Ruby Designs,1
Noda,1
Noella,1
Noelle's Noodles,6
Nokkis,1
Nomad Noos,4
Nomad Originals,7
Nomad Yarn Co.,4
Nomadic Yarns,14
Nomis Valent,1
Nooch Fiber,9
Noodle Soup Yarns,4
Nor-Cal Yarnworks,1
Norah George Yarns,14
Nordaven,2
Nordia Produkter,6
Nordic Dyeworks,1
Nordic Sky,1
Nordic Yarn,4
Nordische Wolle,1
Nordiska,2
Nordmark,1
Norne Yarn,9
Noro,78
Norsk Alpakka,3
Norsk Trikotasjemuseum,1
North Atlantic Yarn Co.,3
North Bay Fiber,4
North Brook Farm,1
North Cabin Fiber-Crafts,4
North East Yarns,2
North Light Fibers,11
North Loop Yarn,7
North Ronaldsay,3
North Shire Yarns,5
North Star Yarn Co,2
North Woods Farm Fiber & Yarn,3
NorthStarAlpacas,4
Northbound Knitting,43
Northeast Fiber Arts Center,3
Northern Bay Fibres,5
Northern Bee Studio,20
Northern Dreams Alpaca Farm,1
Northern Farms Project,1
Northern Lights Fiber Co.,12
Northern Pine Yarn Co,1
Northern Sky,1
Northern Wool,1
Northern Woolen Mills,3
Northern Yarn,7
Northland,14
Northwoods Alpacas,1
Northwoods Dyeworks,1
Northwoods Fibers,9
Norwegian Spirit,1
Not Just Yarns,4
Not Your Granny's Yarn,1
Noti,2
Notlwonk Springs,2
Nova Exklusiv,2
Nova Plus,13
November Woods Fiber Co.,1
Novita,27
Nox Yarn Co.,15
NuMei,15
Nube,17
Numana Yarns,2
Nunavut Qiviut,6
Nundle Collection,11
Nunnaba Artisan Yarn,4
Nunoco,4
Nuova Superlana S.p.A.,1
Nurja,11
Nurturing Fibres,11
Nurturing Threads,20
Nutmeg Fibers,8
Nutscene,2
Nyansera,27
Nysta,1
Nystverket,3
Nøstebarn,8
O'Maille,1
O-Manor,1
O-Wool,9
OHHIO,1
OLANA-Wolle,4
OMG Yarn,6
ONION Knit,19
ONline,387
OOAKKnits and CashmereJunkie,10
Oak Crest Alpaca,2
Oasis Farm Fiber Mill,6
Oasis Yarn,5
Obsession Yarns,3
Ocean Park Yarns,4
Ocean by the Sea,9
Oceanwind Knits,10
Ochre Yarn,1
Ochre Yarns,2
October House Fiber Arts,12
Octopus Yarns,3
Odacier,2
Odalee Fibers,9
Odd Knots & Threads,1
Odd-ish Creations,7
Oddity,3
Odelia Farms,1
Oedekerk's Peddler's Pack,1
Of Grace And Stitches,1
Officina del Colore Naturale,3
Ofil,14
Ogier Yarns,1
Ogle Design Fiber Arts,10
Ogres Jarns,2
Oh My! Fibers!,1
Oh Nina! Hand Dyed Fibres,2
Oh my Pebbles,1
Oh! Loops,20
Ohio Valley Natural Fibers,3
Oink Pigments,11
Okanagan Dye Works,1
Okay Knits,5
Oking,1
Okiteks,10
Okänt,1
Oké!,2
Olann + Obair,1
Olann Gra,6
Olann Hand Dyed in Ireland,21
Old Crow ArtYarns,3
Old Homestead Alpacas,3
Old Maiden Aunt,14
Old Mill Farm,1
Old Oak Yarns,1
Old Rusted Chair,8
Old Soul Fiber Co.,11
Old Town Yarns,4
Old Wire Road Fiber Co,8
Olde Thyme Yarns,2
Oldfield Creek Sock & Yarn,4
Oldmill - Estonian,3
Oldwick Wool Company,2
Olga Charfreitag,2
Olikraft,1
Olimpias,10
Olive & Two Ewe,24
Olive Park Yarns,5
Olive Yarn Dye Co,8
Olive and Emma,12
Oliver Boliver,4
Oliver Twists,4
Olivia & Oliver Fibers,12
Ollie & May Knits.,1
Olmec Alpacas,1
Olympic Fiber Arts,2
Olympienne Creation,2
Olympus,55
Omega,100
On the Surface,1
Once Upon A Corgi,1
Once Upon A Time Fibers,1
Once Upon a Time Skeins,8
Once in a Blue Moon Baby,1
One Alaskan Mama,2
One Crazy Stitch,1
One Eyed Kat,1
One Fat Slug,4
One Headlight Designs,1
One Lupine,8
One Pot Wonder Fibers,2
One Room Fibers,6
One Skein Two,1
One Stitch More,3
One Tree Hill Alpacas,5
One Twisted Tree,10
One World One Dream,1
One of a Kind SA,4
One of a Kind Yarns,1
OneofFiveFiber,1
Ontheround,16
Onyx Fiber Arts,7
Oomingmak,2
Opalessence Fiber Studio,1
Opalicious,1
Open Skies Yarn,5
Open Studio 79,1
Ophelia Italy,4
Opposite Coast Dyes,2
Opus,10
Opus33,12
Orange Flower Yarn,47
Orange Jellyfish Dream,5
Orange Octopus,4
Orange Tail Yarns,6
OrangeSox,11
Orappa Creek Fibre Arts,1
Orchidean Luxury Yarns,12
Oregon Wool & Mohair Company,1
Orenburg Downy Kerchief Factory,1
Orenshal,3
Organic Knitters,2
Organized Chaos Yarns,7
Origin Yarns,1
Orion Fiber Arts,6
Orion Top,2
Orkney Angora,6
Orkney Tweed,1
Orkney Wool,3
Orlana,11
Orlec,1
Orlis,4
Ormo,3
Ornaghi Filati,76
Oro Inca,3
Orquidea,1
Oslo Mikrospinneri,7
Oso Blanco,22
Oswal Woollen Mills Ltd.,8
Otaki Dye House,2
Otex,1
Other Kingdom,1
Other Worldly Yarns,3
Our Back 40,2
Our Humble Castle,11
Out of Step Dyeworks,9
Outlaw Yarn,12
Ovejita Be!,9
Ovelha Negra,6
Over the Moon Yarn,6
Over the Rainbow Yarns,15
Ovillo,12
Ovillos,24
Ovillova,4
Ovis Garn,1
Ovis Yarns,5
Ovis et cetera,10
Owl About Yarn,11
Owl of Athena Fibre Arts,5
Oxford,6
Oxford Kitchen Yarns,5
Oxonian Fibres,4
Oy Nordia Produkter Ab,2
Oyster Yarns,15
Oysters and Purls,4
Oz Yarn,3
Ozark Handspun,4
Ozetta Fibers,1
Ozifarmer's Market,43
OÜ Kango Tekstiil,1
P.I.C. Yarn Collection,1
PAGE ST,1
PBYS,1
PEKA,8
PERÚ,1
PK Yarn,1
PNWpurls,2
PRS,1
Paca Barn Yarn by Pax River Alpacas,1
Paca La Alpaca,8
Pacawoolly,1
Pacific Meadows Alpacas,2
Pacifica Yarn Company,2
PackyknitsDesign,1
Pacolet Valley Fiber Company,8
Pages n Purls,1
Pagewood Farm,21
Paintbox Yarns,17
Painted Fleece,12
Painted Skeins,2
Painted Spring Farm Alpacas,6
Painter's Yarn,3
Pajolo Alpacas,1
Pajukannan perinnetila,2
Palaluna,5
Palette Collection,34
Palindrome Knits,5
Palma Fibre,2
Palmeira,2
Palmer Family Farm,1
Palmer Yarn Company,2
Palouse Yarn Company,11
Pam Murray Fibres & Yarns,1
Pamdelions,1
Pamida,1
Pamir Fine Fibers,1
Pan Fran Knit Co,4
Pancake and Lulu,24
Panda (Australia),7
Panda Yarns Canada,2
Pandia's Jewels Hand Dyed Yarn,12
Pandoras StrickTick,4
Panduro,2
Panduro Yarn,3
Pangolin Yarns,1
Panorama Fiber Arts,12
Paper Farm,1
Paper Mart,1
Paper Stories,4
Paper and Yarn,5
Paperphine,1
Papiput Yarn,10
Paradise Fibers,9
Paradise of Yarn,1
Paradiseknits,1
Paramount Têxteis,4
Parkit,1
Parkour Kitties,7
Parkour Kitties Fibers,1
Parley,1
Partea Knits,1
Parvabrook Rare Breeds,1
Pascuali,31
Pasley Knits,2
Passe-Partout,2
Passioknit,26
Passion Knits Yarn,8
Passion Yarns,3
Passioned Flower,4
Pastora The Colour Lady,1
Patagonia Yarns,1
Paternayan,2
Patons Australia,18
Patons North America,20
Patons UK,43
PatricKnits,1
Patricia,11
